rank,word,total
31797,self-denial,132
31798,contrail,138
31799,gash,137
31800,weasel,149
31801,sharpener,132
31802,wavefunction,171
31803,straggle,146
31804,rimmed,200
31805,masochist,146
31806,spry,134
31807,cone-shaped,130
31808,below-market,132
31809,beefed-up,133
31810,bibliographic,143
31811,contextually,161
31812,potentate,138
31813,ancova,292
31814,last-second,122
31815,canker,150
31816,generated,135
31817,acetylcholine,158
31818,nanoparticle,192
31819,cantata,203
31820,homebody,144
31821,double-take,145
31822,higher-end,150
31823,tetracycline,167
31824,unrelieved,130
31825,snowsuit,140
31826,terrine,158
31827,crime-scene,143
31828,decommission,130
31829,re-enactor,150
31830,mixed-up,130
31831,swill,132
31832,luminescence,168
31833,twin-engine,136
31834,company-wide,137
31835,schlep,138
31836,torah,881
31837,harpy,176
31838,fireproof,128
31839,distend,138
31840,videographer,153
31841,grapple,168
31842,penumbra,145
31843,prefect,152
31844,anti-imperialist,159
31845,sanitarium,155
31846,limpid,131
31847,high-impact,188
31848,well-maintained,131
31849,off-camera,134
31850,recording,135
31851,single-mindedness,123
31852,pulverized,128
31853,ping-pong,140
31854,sprocket,140
31855,moonscape,134
31856,untracked,138
31857,university-based,141
31858,apparatchik,132
31859,lecherous,134
31860,dissociative,171
31861,conk,141
31862,papier-mache,130
31863,stress-free,140
31864,thumping,139
31865,vacantly,143
31866,rededicate,129
31867,know,454
31868,surrealist,135
31869,sanitarian,220
31870,sandpiper,181
31871,abrogation,151
31872,barbarity,132
31873,actin,148
31874,airbrush,148
31875,vulva,170
31876,boogie,374
31877,speedway,833
31878,flimsy,129
31879,raven,348
31880,nightspot,133
31881,inoffensive,130
31882,cable-tv,142
31883,drug-addicted,138
31884,obit,158
31885,hollowness,131
31886,chattering,167
31887,flasher,143
31888,verbiage,131
31889,participative,153
31890,kinematic,153
31891,locker-room,142
31892,fresh-baked,134
31893,pursed,134
31894,curly-haired,135
31895,chaperon,130
31896,airplay,154
31897,intensive-care,132
31898,solarium,140
31899,unclench,154
31900,simpleton,140
31901,monosyllabic,138
31902,embolism,158
31903,filmmaking,130
31904,non-physical,151
31905,non-destructive,164
31906,turgid,131
31907,high-achieving,188
31908,intertidal,159
31909,pan-fried,154
31910,pursuing,129
31911,amerindian,162
31912,zip-top,205
31913,mid-sixties,134
31914,stringed,133
31915,easternmost,131
31916,cast-off,137
31917,convective,140
31918,set-aside,149
31919,readmit,132
31920,sty,133
31921,astral,136
31922,wanly,142
31923,idiomatic,133
31924,dickensian,131
31925,wanderlust,161
31926,esthetics,144
31927,rebate,134
31928,noggin,146
31929,plop,147
31930,shallowness,128
31931,radiative,157
31932,three-tiered,131
31933,galilean,139
31934,half-asleep,134
31935,inactivation,183
31936,one-piece,142
31937,political-economic,153
31938,homing,133
31939,diachronic,156
31940,plough,145
31941,crinkly,140
31942,bone-marrow,130
31943,snowbound,137
31944,kipper,255
31945,batty,130
31946,conditionality,166
31947,ramrod,152
31948,vac,164
31949,ever-widening,126
31950,obsequious,128
31951,long-overdue,132
31952,aloneness,139
31953,triune,171
31954,creamery,213
31955,oleander,178
31956,slushy,139
31957,youngish,133
31958,noblesse,136
31959,clamshell,145
31960,calibrated,159
31961,sociality,218
31962,jauntily,135
31963,free-spirited,136
31964,pervasively,130
31965,underplay,136
31966,decrement,156
31967,co-dependent,136
31968,varnished,129
31969,doughy,133
31970,misdiagnosis,157
31971,waist-deep,133
31972,pitiable,132
31973,unexceptional,135
31974,purvey,128
31975,dado,145
31976,reification,149
31977,death-penalty,132
31978,sawtooth,222
31979,kiddy,145
31980,salvia,146
31981,early-warning,138
31982,telephony,172
31983,erythema,167
31984,magnanimity,133
31985,grammatically,134
31986,foreskin,141
31987,contributory,142
31988,message,164
31989,phosphor,145
31990,marzipan,137
31991,hora,195
31992,longshot,160
31993,passel,178
31994,drag,132
31995,discolored,127
31996,clubby,128
31997,morning-after,155
31998,calloused,142
31999,freight,131
32000,snorkel,144
32001,two-level,149
32002,literate,135
32003,cellmate,135
32004,hospital-based,150
32005,snapdragon,139
32006,long-sought,130
32007,turbid,132
32008,feminize,127
32009,boilerplate,135
32010,mid-eighties,136
32011,mudflat,134
32012,cryptically,125
32013,unidimensional,160
32014,intrauterine,144
32015,peon,178
32016,rummy,162
32017,deprave,131
32018,thirty-year,132
32019,logon,162
32020,particularism,143
32021,zinger,158
32022,overflight,151
32023,mealy,130
32024,inset,135
32025,moravian,224
32026,fenced-in,136
32027,rotting,129
32028,wailing,128
32029,glancing,131
32030,epidural,150
32031,pirated,144
32032,arms-control,137
32033,deficit-reduction,179
32034,phew,138
32035,blitzkrieg,142
32036,shielded,134
32037,slavish,131
32038,most-watched,132
32039,protozoan,144
32040,crisscross,130
32041,punchy,145
32042,helmeted,134
32043,fade,136
32044,stockpot,149
32045,write-up,129
32046,stabilized,140
32047,disfavor,130
32048,three-member,132
32049,zit,146
32050,volumetric,137
32051,electrolysis,150
32052,daiquiri,158
32053,upright,131
32054,troubleshooter,132
32055,twit,136
32056,organizationally,137
32057,well-used,124
32058,inopportune,130
32059,exhibitionist,131
32060,vexation,156
32061,differentiating,138
32062,racecar,153
32063,unashamedly,131
32064,fallibility,136
32065,neighborly,135
32066,tenure-track,157
32067,sassafras,142
32068,succulent,147
32069,rheumatism,126
32070,existentialism,139
32071,olympiad,383
32072,stapler,145
32073,concert-goer,141
32074,tie-dyed,133
32075,husband,124
32076,exhibitionism,147
32077,groundcover,188
32078,seasonality,157
32079,druggist,143
32080,globe-trotting,134
32081,business-as-usual,148
32082,favourite,137
32083,retrench,137
32084,caboose,160
32085,staphylococcus,331
32086,much-publicized,125
32087,menswear,177
32088,high-top,130
32089,dueling,135
32090,synoptic,162
32091,depoliticize,130
32092,talkie,144
32093,branding,144
32094,east-central,146
32095,co-captain,133
32096,conventioneer,123
32097,gel,151
32098,caddy,127
32099,self-satisfaction,127
32100,public-service,130
32101,rounding,195
32102,foreign-owned,130
32103,looseness,128
32104,discotheque,120
32105,all-nighter,137
32106,worksite,167
32107,speciation,153
32108,slapstick,136
32109,ankle-deep,127
32110,living-room,164
32111,subsidence,139
32112,parsimony,137
32113,airpower,165
32114,conceited,129
32115,pulling,125
32116,insouciance,129
32117,mastiff,162
32118,pubescent,134
32119,yon,128
32120,stigmata,129
32121,inbred,170
32122,buildup,130
32123,hopscotch,141
32124,pre-adolescent,129
32125,three-car,130
32126,functionalist,140
32127,pantheism,221
32128,miscue,179
32129,peeper,135
32130,such-and-such,93
32131,unclothed,126
32132,decommissioning,148
32133,mid-20th,148
32134,frumpy,137
32135,periodontal,206
32136,moronic,131
32137,operable,129
32138,natural,138
32139,clef,142
32140,diverging,130
32141,depersonalization,173
32142,five-pound,129
32143,bedroll,148
32144,bookworm,136
32145,nametag,144
32146,all-news,131
32147,natural-born,146
32148,brights,117
32149,ten-thirty,139
32150,prognostic,156
32151,banknote,183
32152,proof,129
32153,slipstream,247
32154,atrophy,124
32155,fount,126
32156,hadron,205
32157,four-speed,152
32158,nonagricultural,133
32159,pentecostalism,185
32160,questioningly,141
32161,overdrawn,136
32162,hand-woven,132
32163,waterside,139
32164,resonator,166
32165,bafflement,139
32166,stuntman,134
32167,seven-time,141
32168,biome,174
32169,plexiglass,131
32170,evangelistic,130
32171,high-spirited,125
32172,employer-sponsored,143
32173,puritanism,131
32174,time-saving,127
32175,curate,132
32176,stonewall,131
32177,refreshed,138
32178,shortcake,176
32179,confederacy,752
32180,ophthalmology,201
32181,pidgin,158
32182,futurism,138
32183,name-brand,131
32184,harvested,133
32185,feint,129
32186,gravedigger,138
32187,voraciously,127
32188,paediatric,159
32189,disapprovingly,129
32190,stepper,152
32191,disequilibrium,149
32192,cunningly,126
32193,dispirit,127
32194,retrospective,133
32195,ready-to-wear,159
32196,blasting,130
32197,enthralling,133
32198,hacksaw,130
32199,mapmaker,135
32200,misogynistic,131
32201,tax-paying,122
32202,director-general,127
32203,follow-on,130
32204,immortal,158
32205,dispirited,123
32206,chiaroscuro,135
32207,bunion,153
32208,butchery,129
32209,reinsert,132
32210,explained,144
32211,taxidermist,134
32212,aggregated,157
32213,illusionist,213
32214,exegetical,160
32215,on-demand,162
32216,putsch,139
32217,shuddering,147
32218,registrant,144
32219,smaller-scale,125
32220,canary,131
32221,immunologist,134
32222,decontaminate,126
32223,iodide,138
32224,unmotivated,135
32225,testily,134
32226,numbering,127
32227,zodiac,373
32228,unburned,131
32229,idiopathic,154
32230,titled,126
32231,discrepant,147
32232,abbess,182
32233,chill,134
32234,fixedly,137
32235,parochialism,134
32236,bric-a-brac,125
32237,mid-1920s,128
32238,fistula,191
32239,scavenging,128
32240,weatherproof,133
32241,frontcourt,153
32242,aeronautics,422
32243,top-end,151
32244,syllogism,153
32245,bulimic,132
32246,facing,121
32247,sino-american,144
32248,javanese,144
32249,time-worn,126
32250,insularity,123
32251,gravelly,127
32252,chicanery,124
32253,inculturation,188
32254,borscht,137
32255,hottie,175
32256,smuggled,125
32257,demoralized,124
32258,interment,130
32259,sarin,158
32260,aloha,387
32261,laser-guided,131
32262,strangling,128
32263,unspeakably,127
32264,thin,124
32265,nudist,134
32266,bounded,158
32267,laparoscopic,177
32268,ablation,150
32269,beggar,129
32270,pear-shaped,128
32271,component,135
32272,sputum,181
32273,drive-through,133
32274,legibility,172
32275,two-legged,133
32276,reagent,138
32277,bipedal,139
32278,kind-hearted,121
32279,conservancy,915
32280,flour,151
32281,judicially,138
32282,traded,129
32283,bisexual,197
32284,classifieds,137
32285,orthographic,224
32286,vaulting,128
32287,utopianism,141
32288,oaf,129
32289,harpist,131
32290,debased,123
32291,disembody,135
32292,knower,207
32293,trimmed,138
32294,reactionary,132
32295,limn,129
32296,irksome,132
32297,plain-spoken,124
32298,phi,854
32299,tee-shirt,135
32300,four-door,136
32301,wheelie,138
32302,gender-neutral,137
32303,co-leader,135
32304,hexagon,143
32305,cretin,124
32306,annular,134
32307,choirboy,130
32308,fishmonger,129
32309,giddiness,127
32310,disappointingly,126
32311,boilermaker,131
32312,higher-income,131
32313,zambian,143
32314,digestible,125
32315,typhoid,158
32316,recessive,146
32317,malfunctioning,132
32318,evaporative,134
32319,amelioration,173
32320,overrepresentation,157
32321,shrewdness,124
32322,outwards,130
32323,scalding,134
32324,nonpayment,131
32325,curry,123
32326,pontificate,140
32327,jutting,134
32328,pincer,128
32329,swoosh,133
32330,histogram,151
32331,unctuous,131
32332,ante,214
32333,troika,123
32334,on-the-ground,145
32335,wiseguy,179
32336,family-planning,135
32337,brazier,197
32338,circulating,141
32339,vindicated,126
32340,swale,244
32341,crit,149
32342,toothed,129
32343,militarize,136
32344,gap-toothed,131
32345,feudalism,131
32346,millenium,147
32347,twenty-second,135
32348,mystification,136
32349,morosely,134
32350,backsplash,176
32351,four-person,123
32352,taskmaster,124
32353,septal,210
32354,public-interest,134
32355,woodchuck,135
32356,twitter,208
32357,hard-to-reach,133
32358,backgammon,131
32359,whiteboard,187
32360,buckled,131
32361,cornered,134
32362,basso,286
32363,cravat,148
32364,anthill,139
32365,credenza,126
32366,fabricator,146
32367,freemason,152
32368,eight-year-old,128
32369,shrubby,129
32370,clarinetist,126
32371,smarmy,125
32372,esprit,277
32373,baccarat,131
32374,long-stemmed,124
32375,bubonic,127
32376,angstrom,230
32377,peripherally,123
32378,brinkmanship,140
32379,toolkit,173
32380,careerist,124
32381,unpolished,126
32382,guano,143
32383,tritium,142
32384,sadomasochistic,132
32385,self-congratulatory,122
32386,firebomb,122
32387,ayurvedic,152
32388,habituation,146
32389,roan,165
32390,perceptibly,132
32391,outrigger,137
32392,apoplectic,128
32393,towing,134
32394,swingman,147
32395,ventilated,150
32396,melt,132
32397,workhouse,167
32398,farming,123
32399,endoscope,158
32400,brag,134
32401,enquire,133
32402,hush-hush,129
32403,fusillade,123
32404,gymnastic,120
32405,legroom,142
32406,homeric,131
32407,courting,120
32408,reinforcing,137
32409,book-length,129
32410,scruff,129
32411,antsy,128
32412,zee,484
32413,airfoil,164
32414,semi-conscious,127
32415,knockdown,128
32416,stop-and-go,123
32417,yodel,136
32418,forwarding,129
32419,splayed,128
32420,wiener,133
32421,domineering,124
32422,altimeter,152
32423,collegian,136
32424,man-hour,122
32425,pro-family,127
32426,underground,954
32427,nearest,121
32428,wetsuit,140
32429,fortuitously,116
32430,put,139
32431,paperless,134
32432,slavishly,123
32433,bellboy,184
32434,tinkerer,143
32435,a-bomb,131
32436,near-total,128
32437,razor-thin,129
32438,chaparral,196
32439,peace-loving,124
32440,highball,135
32441,broadened,122
32442,dulcimer,164
32443,catchall,127
32444,self-exam,163
32445,addled,130
32446,scud,150
32447,spendthrift,130
32448,spaceman,178
32449,hummock,123
32450,scuff,128
32451,voyage,122
32452,hearted,124
32453,gerontologist,142
32454,actuate,127
32455,kick-start,145
32456,neocon,149
32457,five-man,124
32458,one-game,137
32459,rehydrate,137
32460,compaction,125
32461,timorese,161
32462,azerbaijani,189
32463,jammer,139
32464,machine-gun,163
32465,traitorous,129
32466,rhesus,146
32467,clack,204
32468,trilobite,189
32469,warm-blooded,123
32470,colloquium,146
32471,baking,155
32472,cosmic-ray,150
32473,two-handed,151
32474,backwash,131
32475,analyzed,126
32476,silty,135
32477,parfait,174
32478,jinx,143
32479,stoutly,122
32480,medium-range,126
32481,mishandling,124
32482,tax-and-spend,136
32483,cold-hearted,124
32484,czechoslovak,148
32485,most-favored-nation,127
32486,admonishment,129
32487,sightseer,123
32488,thermodynamic,145
32489,pinon,162
32490,chocolate-chip,132
32491,uncurl,132
32492,yowl,128
32493,two-factor,181
32494,allowed,118
32495,never-married,134
32496,jamboree,163
32497,extra-legal,132
32498,unsaturated,133
32499,expressively,119
32500,rescued,144
32501,brain-damaged,121
32502,round-robin,134
32503,streaked,136
32504,epidermal,134
32505,sommelier,209
32506,freeing,121
32507,histrionic,118
32508,cryptography,143
32509,non-partisan,150
32510,checker,135
32511,globule,146
32512,braking,223
32513,non-conference,167
32514,egress,129
32515,corrupted,136
32516,life-altering,137
32517,seaplane,153
32518,off-color,119
32519,not-so-subtle,127
32520,gastroenteritis,142
32521,emasculated,124
32522,comradeship,125
32523,hipbone,124
32524,baby-boomer,124
32525,foreignness,152
32526,provisioning,135
32527,specialist,153
32528,blond-haired,126
32529,undesired,131
32530,colloquy,125
32531,spyglass,157
32532,prepubescent,119
32533,optician,128
32534,dal,522
32535,self-professed,125
32536,shim,172
32537,ulcerative,174
32538,ere,139
32539,plodding,121
32540,foul-mouthed,123
32541,ingenuous,120
32542,doleful,127
32543,superposition,141
32544,elucidation,131
32545,low-light,144
32546,magi,184
32547,burnt-out,124
32548,miniaturization,124
32549,handbill,126
32550,dodo,160
32551,blood-sugar,133
32552,topological,151
32553,mimosa,205
32554,gage,665
32555,herniated,127
32556,messiness,130
32557,unavailability,124
32558,panic-stricken,121
32559,editorship,125
32560,unenthusiastic,118
32561,salvific,151
32562,polygamous,140
32563,waxing,127
32564,mid-forties,129
32565,bracero,151
32566,merchandising,162
32567,polynesian,143
32568,self-analysis,128
32569,interest-only,186
32570,sewerage,127
32571,pilaster,126
32572,bed-and-breakfast,130
32573,ridley,861
32574,intuit,124
32575,n-word,152
32576,bleakness,119
32577,receiving,123
32578,flutist,126
32579,candy,137
32580,studded,139
32581,state-of-the-art,161
32582,gas-fired,130
32583,maronite,140
32584,ungovernable,123
32585,cheapskate,133
32586,existentialist,134
32587,remote,142
32588,family-style,131
32589,photocopied,119
32590,cross-pollination,122
32591,reappoint,132
32592,lox,157
32593,dermal,151
32594,tradable,132
32595,action-packed,132
32596,self-possessed,122
32597,semantically,131
32598,diagonal,119
32599,baldly,116
32600,staggeringly,121
32601,assistantship,145
32602,intel,3428
32603,hoodwink,122
32604,catechist,166
32605,tiramisu,152
32606,sheltering,127
32607,daypack,139
32608,hit,116
32609,unquenchable,125
32610,endorser,132
32611,runaround,133
32612,cocker,192
32613,belly,123
32614,steamroll,124
32615,bivouac,124
32616,sightless,134
32617,downsized,125
32618,designing,130
32619,headlock,122
32620,wood-frame,121
32621,preproduction,125
32622,billionth,129
32623,incoherently,123
32624,opprobrium,120
32625,manse,142
32626,knave,164
32627,fiendish,126
32628,jive,121
32629,speller,155
32630,mousy,128
32631,smokescreen,142
32632,backache,125
32633,dawning,123
32634,glory,126
32635,black-clad,124
32636,fib,144
32637,looped,123
32638,cowbell,136
32639,usury,142
32640,chickenpox,130
32641,interwoven,122
32642,jumping-off,121
32643,humidor,147
32644,sloped,123
32645,side-to-side,126
32646,derailment,139
32647,nitrite,178
32648,one-seventh,128
32649,text-based,134
32650,acidification,162
32651,sun-like,143
32652,gobble,160
32653,lame,121
32654,sublet,123
32655,doomsayer,126
32656,junk-bond,153
32657,bobbing,124
32658,second-leading,129
32659,imbroglio,124
32660,min,7937
32661,shirttail,124
32662,pre-nup,158
32663,dismally,126
32664,rain-soaked,130
32665,lyrically,122
32666,ductwork,130
32667,seclude,115
32668,white-faced,127
32669,viscera,135
32670,ringmaster,138
32671,unprepossessing,120
32672,slurp,126
32673,goofball,135
32674,kappa,615
32675,cartwheel,127
32676,hard-on,125
32677,praline,167
32678,photocopier,124
32679,refractive,130
32680,infrastructural,138
32681,outplacement,123
32682,editorialist,121
32683,plait,126
32684,millstone,204
32685,shiftless,119
32686,anti-christian,122
32687,causally,131
32688,midwest,3815
32689,scrolling,122
32690,refining,130
32691,levitation,125
32692,doilie,135
32693,bitchy,138
32694,spinnerbait,155
32695,scheduler,157
32696,nightdress,134
32697,regularize,126
32698,precariousness,124
32699,birdie,123
32700,postural,172
32701,private-school,127
32702,coagulate,124
32703,blood-curdling,120
32704,bookmaker,147
32705,sheepdog,123
32706,protectionist,125
32707,extirpate,132
32708,hillbilly,125
32709,frightfully,116
32710,straight-backed,129
32711,lovesick,131
32712,fifths,123
32713,wringer,126
32714,snakebite,132
32715,humanitarianism,142
32716,low-performing,146
32717,sisterly,122
32718,voyageur,206
32719,unipolar,141
32720,tyrannosaurus,237
32721,left-right,133
32722,devoutly,126
32723,crossroad,184
32724,blowfish,130
32725,dpi,152
32726,bonbon,137
32727,gestural,126
32728,tartly,124
32729,amidships,141
32730,molder,128
32731,bright-red,130
32732,brucellosis,171
32733,subliminally,116
32734,plotting,123
32735,post-hoc,143
32736,resize,134
32737,mid-seventies,123
32738,assertively,116
32739,center-right,144
32740,bostonian,129
32741,oaken,135
32742,superset,143
32743,anglo-irish,128
32744,venerated,125
32745,uninfected,132
32746,mississippian,160
32747,inferior,132
32748,bioremediation,154
32749,elan,479
32750,indolence,124
32751,bayesian,214
32752,counterrevolution,125
32753,jib,129
32754,overcapacity,123
32755,mistral,142
32756,far-away,116
32757,draped,125
32758,six-story,121
32759,accompanist,123
32760,prismatic,140
32761,red-carpet,145
32762,polymorphism,164
32763,rimless,129
32764,self-propelled,128
32765,insidiously,123
32766,anisotropy,130
32767,winner-take-all,72
32768,cluck,142
32769,yucky,121
32770,bone-dry,120
32771,guzzler,125
32772,trey,863
32773,teakettle,138
32774,hemorrhagic,126
32775,sculpture,122
32776,dripping,122
32777,microwave,116
32778,dielectric,162
32779,billfish,244
32780,bronzer,192
32781,shingled,122
32782,cap-and-trade,258
32783,constricting,121
32784,racialized,175
32785,nubian,134
32786,light-emitting,132
32787,shirtwaist,128
32788,nobody,174
32789,five-course,136
32790,mascarpone,173
32791,dark-blue,132
32792,v-chip,151
32793,nucleic,140
32794,satiate,124
32795,chillingly,123
32796,smoggy,120
32797,octogenarian,121
32798,missy,868
32799,filch,123
32800,disparagement,124
32801,velour,126
32802,totemic,146
32803,plaudit,125
32804,six-party,183
32805,undress,135
32806,pixy,165
32807,couloir,183
32808,blunted,118
32809,missionary,125
32810,adjudicator,186
32811,peer-to-peer,135
32812,transsexual,169
32813,new-age,123
32814,barnstorm,114
32815,moray,143
32816,haw,118
32817,bugaboo,136
32818,sop,138
32819,choicest,117
32820,squint,130
32821,bluesy,122
32822,spaciousness,128
32823,goalpost,117
32824,cookstove,196
32825,dovetail,134
32826,sumerian,131
32827,bombast,123
32828,self-regulating,128
32829,flirting,189
32830,overvalued,118
32831,grayness,121
32832,honey-colored,130
32833,dawning,112
32834,nonscientific,127
32835,procrastinator,135
32836,three-room,113
32837,non-american,126
32838,henhouse,143
32839,brown-eyed,124
32840,kinematics,144
32841,snobbish,114
32842,crescent-shaped,120
32843,cottony,121
32844,light-blue,118
32845,low-speed,122
32846,violated,162
32847,non-confrontational,123
32848,pebbly,126
32849,fandom,250
32850,gutless,121
32851,seaward,123
32852,oblique,130
32853,transect,149
32854,monounsaturated,143
32855,floor-length,133
32856,soviet-style,122
32857,uncountable,122
32858,jibe,121
32859,phonemic,163
32860,ethernet,425
32861,dangerousness,160
32862,cambrian,136
32863,typological,132
32864,edible,138
32865,bioweapon,133
32866,doorstop,141
32867,hydrostatic,141
32868,perforce,120
32869,single-digit,119
32870,pastureland,126
32871,beneficence,138
32872,sobriquet,120
32873,hemorrhaging,120
32874,palestinian-israeli,126
32875,well-ordered,124
32876,majoritarian,150
32877,embalming,135
32878,twitchy,127
32879,demolished,123
32880,decimated,116
32881,rebury,130
32882,disbar,125
32883,handicapping,127
32884,swat,814
32885,ferrous,129
32886,sluggishness,119
32887,smudged,129
32888,semi-permanent,120
32889,stovepipe,139
32890,adenoma,204
32891,moraine,241
32892,preset,129
32893,blowtorch,133
32894,cloakroom,116
32895,all-sky,139
32896,collect,118
32897,zing,165
32898,wedge-shaped,117
32899,impermanence,124
32900,jackknife,134
32901,junky,123
32902,abeyance,118
32903,gluteus,146
32904,sanctification,130
32905,ulceration,144
32906,callback,135
32907,indicated,125
32908,low-flow,127
32909,lobotomy,127
32910,procreate,116
32911,ameliorating,126
32912,crouched,126
32913,fine-art,125
32914,martial-arts,116
32915,legate,165
32916,modelling,149
32917,diagnostician,143
32918,unalloyed,118
32919,ultralight,139
32920,viewscreen,157
32921,manic-depressive,118
32922,foo,240
32923,unidirectional,137
32924,craw,128
32925,death-row,125
32926,africanized,159
32927,walking,114
32928,sunbelt,172
32929,sorter,183
32930,circumspection,176
32931,high-crime,117
32932,chauffeur,116
32933,ineluctable,121
32934,us-mexican,151
32935,prioritization,135
32936,mezzo-soprano,137
32937,no-man's-land,121
32938,bestial,120
32939,low-volume,140
32940,photosphere,135
32941,wind-driven,119
32942,beveled,118
32943,dear,120
32944,distancing,121
32945,linden,668
32946,untucked,130
32947,footrest,128
32948,permanency,133
32949,myrrh,137
32950,treasonous,118
32951,closet,121
32952,crime-ridden,117
32953,shortsightedness,120
32954,cockiness,119
32955,raping,119
32956,territoriality,135
32957,gladness,121
32958,informing,131
32959,unenlightened,114
32960,spoilage,124
32961,late-nineteenth-century,127
32962,exculpatory,130
32963,playable,129
32964,firebomb,117
32965,indiscreet,116
32966,licence,123
32967,glutton,125
32968,debriefing,128
32969,coif,134
32970,tangentially,117
32971,bemusement,124
32972,kinfolk,117
32973,seven-hour,129
32974,marketeer,121
32975,giddily,117
32976,pressure-treated,130
32977,foul-smelling,137
32978,colonia,257
32979,sunder,117
32980,diminishment,122
32981,histrionics,122
32982,gazpacho,155
32983,trigonometry,117
32984,proofread,127
32985,seditious,121
32986,unblinking,127
32987,singer/songwriter,134
32988,reproachful,130
32989,dory,297
32990,spun,119
32991,archrival,122
32992,canter,114
32993,typographical,116
32994,pacification,134
32995,big-play,137
32996,tippet,152
32997,contractually,116
32998,surmise,116
32999,quadrennial,126
33000,lithium-ion,196
33001,adjuvant,153
33002,leisure-time,173
33003,ambulation,139
33004,idling,123
33005,stalagmite,122
33006,mother-child,132
33007,unpopulated,114
33008,tenderize,123
33009,aftereffect,129
33010,tahitian,147
33011,red-handed,121
33012,best-loved,116
33013,escarole,162
33014,operand,186
33015,rehearsed,120
33016,madrigal,139
33017,deliriously,123
33018,crosswind,124
33019,fantasia,325
33020,snifter,134
33021,cannibalistic,151
33022,mid-40s,123
33023,brawler,120
33024,torus,153
33025,exoplanet,201
33026,twenty-five-year-old,129
33027,inhaled,146
33028,inconspicuously,122
33029,duffer,124
33030,histamine,138
33031,aesthete,121
33032,savings-and-loan,120
33033,plebe,136
33034,galosh,120
33035,hypertrophy,150
33036,gratis,124
33037,norepinephrine,141
33038,interfacing,125
33039,anaconda,300
33040,nonrefundable,120
33041,chiasmus,238
33042,cited,130
33043,reinsurance,140
33044,highlighter,153
33045,go-getter,121
33046,asphyxiation,120
33047,honorific,123
33048,well-financed,121
33049,overrate,119
33050,short-story,151
33051,evolutionarily,135
33052,neo-colonial,128
33053,druggie,131
33054,long-delayed,124
33055,manipulated,120
33056,bleat,124
33057,broad,970
33058,mutinous,120
33059,rolling,163
33060,flamboyance,117
33061,t-bone,289
33062,clapping,121
33063,encyclopaedia,117
33064,persuasiveness,116
33065,big-picture,132
33066,self-realization,126
33067,short-circuited,118
33068,country-western,115
33069,bent,118
33070,placemat,127
33071,cladding,131
33072,abhorrence,114
33073,clunk,124
33074,air-to-air,124
33075,orange-red,117
33076,bread,119
33077,non-gifted,158
33078,hindi,137
33079,unself-conscious,115
33080,early-twentieth-century,132
33081,pushing,116
33082,helpfulness,134
33083,outerwear,165
33084,yen,156
33085,whispery,138
33086,norm-referenced,142
33087,cirrus,261
33088,gatehouse,200
33089,ex-marine,113
33090,prize,119
33091,whereabouts,125
33092,branding,140
33093,gallium,136
33094,patois,117
33095,small-arm,121
33096,systematics,222
33097,convertibility,137
33098,deportee,147
33099,overwinter,121
33100,four-minute,118
33101,scrum,130
33102,word-of-mouth,122
33103,unjustifiable,120
33104,isometric,174
33105,one-and-a-half,110
33106,downslope,118
33107,shaming,139
33108,cartographic,125
33109,asinine,113
33110,longer-lasting,126
33111,souk,165
33112,rearm,119
33113,misdirection,121
33114,temblor,129
33115,chemise,133
33116,shoeless,114
33117,falconer,400
33118,bubba,1118
33119,algebraic,170
33120,indulgently,126
33121,tollbooth,127
33122,begrudgingly,119
33123,reinstall,136
33124,end-to-end,126
33125,gangbuster,126
33126,poaching,159
33127,strange-looking,114
33128,diarist,197
33129,clip-on,120
33130,seven-month,121
33131,hundredfold,113
33132,crowned,118
33133,hullabaloo,117
33134,sophomoric,117
33135,most-wanted,124
33136,assay,129
33137,hugger,128
33138,highlighted,117
33139,petroleum-based,128
33140,lactate,137
33141,uselessness,117
33142,plough,121
33143,thickening,119
33144,signal-to-noise,144
33145,impeller,147
33146,speakeasy,131
33147,demerit,116
33148,crematorium,141
33149,easy-to-read,122
33150,admissibility,137
33151,triumphalism,118
33152,electromagnetism,118
33153,nonsurgical,122
33154,depopulation,131
33155,winnable,113
33156,deluded,123
33157,immanence,133
33158,shouted,116
33159,paediatrician,160
33160,drawstring,124
33161,comportment,122
33162,self-instruction,188
33163,plenum,174
33164,prefecture,210
33165,irretrievable,115
33166,issuing,117
33167,exactitude,119
33168,box-office,119
33169,symbolist,138
33170,one-point,120
33171,damnable,120
33172,blossoming,115
33173,jinx,442
33174,high-wire,119
33175,fatness,149
33176,distressingly,111
33177,priory,205
33178,testing,122
33179,liberalized,117
33180,nine-member,126
33181,graceless,121
33182,impacted,120
33183,blossoming,117
33184,reset,175
33185,apportionment,146
33186,flightless,116
33187,typhus,130
33188,respite,126
33189,gusher,149
33190,class-based,117
33191,toppled,118
33192,microfiber,155
33193,nine-tenths,116
33194,adieu,113
33195,no-good,119
33196,chasten,115
33197,interventionism,127
33198,rebounding,119
33199,ecoregion,259
33200,circling,121
33201,crabapple,173
33202,abridged,118
33203,unspectacular,119
33204,self-protective,112
33205,astronomically,116
33206,fill-in,113
33207,lama,1117
33208,worshipful,119
33209,shockwave,150
33210,half-breed,209
33211,crookedly,127
33212,karmic,119
33213,corncob,130
33214,monstrously,114
33215,prescription-drug,141
33216,wallow,156
33217,squarish,116
33218,top-performing,136
33219,catching,114
33220,arriving,117
