rank,word,total
58800,magnifico,45
58801,allometric,37
58802,agro-environmental,34
58803,coumarin,23
58804,call-and-response,24
58805,decrescendo,22
58806,stolen-base,21
58807,african-based,19
58808,shoat,19
58809,reconfirmation,19
58810,war-room,19
58811,brown-headed,19
58812,calorie-dense,21
58813,kleptocratic,23
58814,asynchronously,19
58815,oakwood,128
58816,c-rich,21
58817,item-by-item,19
58818,president/general,19
58819,tilde,21
58820,homed,19
58821,small-block,19
58822,frowsy,19
58823,movie-like,19
58824,application-specific,19
58825,seven-item,20
58826,unoiled,19
58827,noncompliant,22
58828,satiated,20
58829,three-cylinder,20
58830,trunnion,20
58831,vincristine,21
58832,service-connected,25
58833,eye-contact,19
58834,co-management,21
58835,wainscot,19
58836,free-rider,19
58837,quality-of-care,20
58838,rockface,22
58839,urban/suburban,19
58840,three-liter,21
58841,anxious/depressed,24
58842,hygroscopic,23
58843,goanna,35
58844,arytenoid,27
58845,junior-level,22
58846,subtopic,22
58847,thali,24
58848,pubescence,24
58849,volute,22
58850,desk-top,22
58851,upper-middle-income,23
58852,cultural-political,24
58853,paver,29
58854,boost-phase,25
58855,polygrapher,21
58856,palfrey,88
58857,intragenerational,28
58858,lying-in,21
58859,telluric,26
58860,main-belt,21
58861,matrilateral,27
58862,white-light,22
58863,transcriptional,43
58864,rent-a-car,72
58865,lapin,59
58866,ectomorph,22
58867,dual-language,21
58868,worker-owned,21
58869,unmourned,21
58870,single-crystal,22
58871,protectress,20
58872,oft-injured,24
58873,israeli/palestinian,21
58874,direct-sales,22
58875,issue-specific,21
58876,gun-rights,20
58877,criminal-defense,22
58878,powder-coated,21
58879,person-hour,35
58880,college-related,23
58881,viceregal,30
58882,political-economy,26
58883,cyberterrorism,37
58884,misogynous,22
58885,carriageway,27
58886,posole,76
58887,minicar,25
58888,volute,20
58889,mommie,79
58890,epidemiologically,21
58891,marguerite,566
58892,recognised,27
58893,neoplatonism,21
58894,quidditch,33
58895,modified-v,19
58896,flip-top,22
58897,highlight-reel,24
58898,post-show,22
58899,large-aperture,20
58900,links-style,19
58901,muddle-headed,22
58902,micro-cap,19
58903,time-series,21
58904,cablegram,21
58905,repellency,22
58906,iron-based,20
58907,pre-conference,21
58908,historicization,22
58909,crew-cab,19
58910,singer-actress,19
58911,peepshow,20
58912,square-dance,20
58913,off-planet,20
58914,liken-type,19
58915,i-beam,22
58916,cytosine,21
58917,multi-sited,28
58918,spokeshave,24
58919,silversides,25
58920,medieval,24
58921,missiology,23
58922,pluralization,21
58923,communicability,22
58924,adaptive-optics,21
58925,creditability,24
58926,german-soviet,21
58927,birefringence,21
58928,fowling,22
58929,freeskiing,21
58930,trismus,24
58931,alienable,21
58932,subject-verb,38
58933,mandamus,23
58934,monetization,31
58935,route-finding,21
58936,overbalance,22
58937,greenskeeper,20
58938,drip-irrigation,22
58939,standee,20
58940,semi-partial,21
58941,commo,22
58942,semi-automated,20
58943,aconite,51
58944,rhodopsin,32
58945,sgraffito,22
58946,in-fill,24
58947,self-advocate,34
58948,single-edged,26
58949,bunco,54
58950,neo-malthusian,41
58951,haptics,26
58952,scenographic,25
58953,maiolica,28
58954,hydrogel,33
58955,natural-language,22
58956,coppersmith,45
58957,cancer-specific,31
58958,double-murder,19
58959,summarizing,19
58960,food-storage,19
58961,radiometric,20
58962,large-flowered,19
58963,acclimatized,19
58964,pinche,20
58965,amnesiac,21
58966,light-heavyweight,19
58967,tank-top,19
58968,moisture-wicking,20
58969,melanesian,19
58970,intermittency,21
58971,coffee-stained,21
58972,missing-person,25
58973,bird-of-paradise,20
58974,bap,23
58975,enucleation,19
58976,all-beef,21
58977,oil-primed,19
58978,season-best,22
58979,intermezzo,28
58980,whip-smart,21
58981,herpesvirus,25
58982,enuresis,22
58983,coprolite,36
58984,talkativeness,25
58985,giri,40
58986,sonography,24
58987,spotted-owl,22
58988,ultraconservative,31
58989,post-1970,29
58990,wait-list,28
58991,vygotskian,21
58992,tokamak,23
58993,iron-deficient,20
58994,cellularity,24
58995,ass-kicking,23
58996,one-eared,20
58997,chlorine-free,23
58998,near-collision,22
58999,public-spiritedness,23
59000,dieback,61
59001,heterotopic,28
59002,five-inning,25
59003,lightship,30
59004,ondansetron,36
59005,pre-injury,28
59006,leukemic,28
59007,marchesa,90
59008,anthropometry,36
59009,pericardial,37
59010,solid-surface,21
59011,pre-processing,21
59012,quilled,21
59013,guarana,26
59014,ovidian,21
59015,mother-only,31
59016,aggressive-growth,24
59017,squeezebox,34
59018,blackfish,34
59019,azithromycin,31
59020,phorid,30
59021,imperfect,23
59022,scuppernong,24
59023,ananda,153
59024,malleolus,23
59025,self-guiding,28
59026,contractionary,20
59027,masse,52
59028,motorcoach,22
59029,throw-up,19
59030,crisped,22
59031,dysthymia,23
59032,shillelagh,21
59033,detoxifier,19
59034,j-shaped,20
59035,drug-testing,19
59036,counternarrative,21
59037,bad-weather,20
59038,bricoleur,19
59039,province-wide,20
59040,dose-dependent,19
59041,nonpsychiatric,19
59042,essayistic,22
59043,reverse-engineering,24
59044,chordate,19
59045,white-coat,19
59046,turn-by-turn,31
59047,libero,33
59048,inter-island,20
59049,one-cup,19
59050,for-pay,19
59051,divinization,20
59052,physiographic,22
59053,seventy-ninth,20
59054,phalarope,19
59055,cyclo,23
59056,coelacanth,33
59057,person-in-environment,36
59058,misattribution,24
59059,electronystagmography,27
59060,aquanaut,29
59061,five-hit,23
59062,basketball-related,22
59063,forced-labor,20
59064,intra-observer,20
59065,bolide,22
59066,intermolecular,20
59067,student-oriented,20
59068,petitioning,23
59069,month-by-month,22
59070,phylogenetically,38
59071,electroactive,24
59072,grade-three,24
59073,provenience,26
59074,transtheoretical,26
59075,left-ventricular,38
59076,cinquefoil,25
59077,penaeid,21
59078,top-15,21
59079,togolese,23
59080,pietistic,25
59081,yellow-spotted,30
59082,synchronizer,26
59083,hilar,26
59084,nonqualified,30
59085,intratextual,23
59086,oil-shale,29
59087,heian,23
59088,hypermarket,24
59089,diplodocus,30
59090,aerostat,23
59091,non-assertive,24
59092,red-giant,23
59093,audiological,23
59094,tunica,130
59095,matzah,24
59096,gratuitousness,37
59097,lycanthrope,38
59098,film-based,20
59099,utopic,20
59100,hallucinated,20
59101,wingspread,34
59102,clogger,21
59103,stage-like,19
59104,photo-essay,19
59105,wittgensteinian,20
59106,spay/neuter,22
59107,five-nine,24
59108,deckle,33
59109,churchwide,19
59110,resected,24
59111,self-publishing,24
59112,histiocytosis,30
59113,hydrogeologic,34
59114,n-word,20
59115,regenerating,20
59116,non-science,25
59117,self-command,22
59118,gene-splicing,20
59119,outdoors-related,24
59120,supraventricular,20
59121,mother-father,20
59122,short-tailed,26
59123,nonthermal,20
59124,asset-building,20
59125,ice-age,21
59126,re-registration,21
59127,mixed-medium,20
59128,nearside,30
59129,leveraging,30
59130,hammermill,25
59131,placatingly,21
59132,geoeconomics,21
59133,case-based,24
59134,aguardiente,24
59135,gravlax,23
59136,paracetamol,30
59137,hand-warmer,21
59138,juvenile-justice,22
59139,federative,22
59140,intendant,26
59141,wineshop,34
59142,saccule,27
59143,nuclide,37
59144,floristic,31
59145,living-wage,29
59146,icepick,30
59147,trichotillomania,38
59148,sunyata,53
59149,two-strike,20
59150,plaice,20
59151,gimbal,20
59152,hard-surfaced,20
59153,introjection,21
59154,morpho,25
59155,paintless,20
59156,new-play,22
59157,life-science,22
59158,substituted,20
59159,hypoplasia,20
59160,record-book,20
59161,one-fifteen,21
59162,chamfer,20
59163,seventh-grader,20
59164,economistic,20
59165,rhizomatous,20
59166,assize,19
59167,sphenoid,19
59168,highest-energy,25
59169,claudication,20
59170,subcontracting,21
59171,asian-owned,20
59172,species-level,21
59173,post-historical,19
59174,zarzuela,33
59175,slow-cooker,30
59176,delftware,29
59177,muslim-american,29
59178,hypercapnia,21
59179,disyllabic,34
59180,debt-relief,23
59181,time-stream,24
59182,puri,72
59183,shrike,30
59184,multimode,24
59185,albinism,44
59186,non-identity,21
59187,space-charge,29
59188,bulla,60
59189,minuscule,23
59190,geoengineering,34
59191,mesophilic,26
59192,at-will,35
59193,ordinator,24
59194,re-visioning,20
59195,age-dependent,23
59196,ampulla,24
59197,pre-shot,23
59198,tegmen,23
59199,chop-chop,50
59200,hyperemia,22
59201,shigellosis,23
59202,barthesian,24
59203,putrescible,22
59204,pelota,25
59205,scrofula,50
59206,quick-dry,25
59207,carbamazepine,22
59208,hurdy-gurdy,21
59209,dressing-gown,20
59210,bast,53
59211,kora,76
59212,post-strike,20
59213,kilocalorie,23
59214,scandium,37
59215,hootch,21
59216,proteinase,33
59217,ricefield,21
59218,whiney,35
59219,lymphoblastic,20
59220,non-golfer,19
59221,clinique,118
59222,merger-related,19
59223,phasing,19
59224,hiddenness,20
59225,oxidant,20
59226,subject-centered,20
59227,glissade,19
59228,opening-round,19
59229,wilfully,19
59230,mythopoeic,19
59231,cell-to-cell,19
59232,continental-scale,19
59233,cofferdam,29
59234,princedom,26
59235,naloxone,24
59236,glomerulonephritis,23
59237,capsid,37
59238,silvicultural,28
59239,x-linked,23
59240,cold-case,26
59241,askari,35
59242,counterparty,30
59243,biotype,30
59244,thoracotomy,35
59245,hyphenation,22
59246,whirr,22
59247,fynbos,31
59248,large-area,21
59249,cardioversion,21
59250,self-surrender,20
59251,one-footed,21
59252,psycholinguist,33
59253,hi-ho,21
59254,infanta,64
59255,medium-grain,22
59256,danubian,20
59257,music-reading,20
59258,haulage,20
59259,synecdochic,22
59260,anti-miscegenation,22
59261,beaded-board,21
59262,architected,30
59263,cueing,32
59264,mopping,34
59265,septa,39
59266,phrasebook,21
59267,morphologist,21
59268,informal-sector,19
59269,roily,19
59270,nopal,20
59271,appy,19
59272,teratogenic,20
59273,fugal,19
59274,weight-forward,20
59275,interdimensional,21
59276,mid-fifteenth,20
59277,fitness-related,21
59278,optimizing,19
59279,subcritical,20
59280,nehruvian,19
59281,raw-milk,19
59282,nonequivalent,20
59283,purposiveness,19
59284,querulously,20
59285,mutual-aid,19
59286,root-knot,20
59287,athletic-shoe,19
59288,kerogen,28
59289,reciprocated,39
59290,redistributional,22
59291,flash-based,26
59292,pro-yeltsin,22
59293,amontillado,43
59294,mandir,53
59295,synchronistic,21
59296,ex-combatant,30
59297,bibliographer,32
59298,anti-life,27
59299,pneumothorax,39
59300,anticline,23
59301,uncuffed,20
59302,captive-breeding,22
59303,pilot-scale,22
59304,kirtle,21
59305,block-grant,20
59306,decolonizing,29
59307,paramecium,28
59308,estriol,50
59309,fluoroscopy,20
59310,single-room-occupancy,20
59311,polltaker,19
59312,gite,23
59313,model-building,21
59314,grass-court,21
59315,pre-sale,21
59316,cretinism,19
59317,counter-rotating,19
59318,preapproval,20
59319,strike-shortened,19
59320,nazarene,133
59321,white-blood-cell,21
59322,early-twentieth,19
59323,teacher-child,30
59324,whiggish,22
59325,genotypic,25
59326,shallop,27
59327,toxoid,29
59328,pollution-prevention,38
59329,southernness,25
59330,spent-fuel,28
59331,succinylcholine,58
59332,teff,34
59333,electrophysiologic,30
59334,olefin,20
59335,siphonophore,43
59336,polyploid,38
59337,one-state,20
59338,cutwork,24
59339,stromatolite,24
59340,shoulderbag,20
59341,bermudian,20
59342,narrational,21
59343,pericardium,30
59344,icosahedron,24
59345,facial-recognition,24
59346,hypomania,35
59347,odontogenic,27
59348,neutropenia,28
59349,dueling,59
59350,revolutionary-era,24
59351,sea-launched,26
59352,polyptych,27
59353,hemiplegia,23
59354,prototypic,23
59355,hassidic,21
59356,epigraphy,23
59357,anagnorisis,22
59358,cross-validation,21
59359,quitclaim,29
59360,ostium,20
59361,quarterstaff,19
59362,achromat,21
59363,reconfigurable,31
59364,self-constitution,28
59365,stumpage,25
59366,audio/visual,24
59367,childe,131
59368,rhodesian,34
59369,stereographic,23
59370,seismicity,25
59371,cerumen,50
59372,mercuric,33
59373,burgundian,22
59374,embryonal,20
59375,foucaultian,21
59376,anti-hunters,20
59377,attenuator,20
59378,interaural,25
59379,cocollection,25
59380,downwinder,29
59381,turkish-iraqi,23
59382,anaemic,23
59383,eschar,23
59384,college-radio,28
59385,import-competing,21
59386,pro-trade,21
59387,classicizing,21
59388,ingrain,21
59389,conservative-liberal,24
59390,purine,21
59391,monophyletic,26
59392,prefetching,38
59393,intraracial,36
59394,leavened,24
59395,seven-eleven,24
59396,pederasty,24
59397,electron-hole,27
59398,virgilian,22
59399,ordovician,24
59400,tuppence,23
59401,medusa,359
59402,most-cited,24
59403,civilian-led,22
59404,diaper-changing,24
59405,paraguayan,50
59406,coracle,23
59407,sumpter,78
59408,premalignant,19
59409,crus,32
59410,noisette,30
59411,self-executing,32
59412,area-based,28
59413,smart-card,23
59414,post-fordist,23
59415,traditional-aged,28
59416,rata,27
59417,tamponade,20
59418,informativeness,22
59419,ribosome,18
59420,cockapoo,22
59421,rocking-chair,20
59422,co-partner,19
59423,mucociliary,26
59424,solid-wood,27
59425,no-flight,22
59426,diffracted,21
59427,anti-matter,22
59428,speech-writing,22
59429,fer-de-lance,45
59430,pyrolysis,22
59431,quagga,22
59432,macroeconomist,22
59433,stomatal,31
59434,crosshead,27
59435,stearic,27
59436,diacritical,24
59437,guilloche,23
59438,disruptiveness,19
59439,nock,52
59440,peapod,117
59441,polyandrous,19
59442,purse-seine,28
59443,fatigability,37
59444,benne,46
59445,single-factor,20
59446,self-assessed,23
59447,lehua,28
59448,flue-cured,20
59449,mini-golf,26
59450,glyceryl,43
59451,carabinero,27
59452,swabian,21
59453,gender-appropriate,24
59454,in-the-ear,21
59455,owner-built,22
59456,afrikaaner,21
59457,inbetween,28
59458,esophagitis,46
59459,transitivity,39
59460,inter-republican,23
59461,hiv-prevention,32
59462,postclassic,24
59463,emission-line,24
59464,nephrotoxic,25
59465,relator,29
59466,macromolecular,27
59467,doxycycline,22
59468,intramuscularly,20
59469,pelargonium,32
59470,accelerative,19
59471,seven-hundred,22
59472,torr,51
59473,rememberer,22
59474,nonexperimental,21
59475,game-changer,37
59476,woodcarving,31
59477,osmium,21
59478,human-service,21
59479,non-complying,21
59480,ciliary,22
59481,slurpy,21
59482,mini-mill,34
59483,reengineering,23
59484,leptospirosis,26
59485,tailpiece,23
59486,uncaused,24
59487,detrital,26
59488,mosaicist,26
59489,two-vehicle,25
59490,chironomid,25
59491,home-business,23
59492,ecoregional,24
59493,enjambment,25
59494,enameling,39
59495,backsaw,22
59496,american-european,21
59497,bootstrapping,21
59498,erbium,22
59499,well-circumscribed,20
59500,nine-speed,20
59501,ceftriaxone,25
59502,duplicator,19
59503,dance-floor,23
59504,restenosis,22
59505,meristem,34
59506,configural,25
59507,own-price,25
59508,contrasted,26
59509,cordoba,245
59510,autocephalous,25
59511,preauricular,29
59512,bedrail,21
59513,duplexer,21
59514,interiorly,24
59515,logwood,24
59516,deontological,21
59517,jural,20
59518,mutagenesis,23
59519,bayman,26
59520,intra-african,20
59521,gender-equity,22
59522,pedicle,29
59523,serine,28
59524,suzerain,19
59525,vesicular,19
59526,howdah,22
59527,allogeneic,23
59528,kopje,23
59529,male-authored,24
59530,anti-art,25
59531,family-business,21
59532,pawpaw,39
59533,medial-lateral,21
59534,hematological,31
59535,preclusion,35
59536,rootball,23
59537,symbiote,26
59538,spinous,20
